id	filename	md5	size	state
1a05f657-6a1b-45f9-8ec3-00271f1bfa64	nationwidechildrens.org_clinical.TCGA-CV-7432.xml	7010fbf6b65b0f9f77069aaca8140c41	33220	live
1a6273ee-fc2c-42a1-b3cf-5da4cd2dd9ac	nationwidechildrens.org_clinical.TCGA-CQ-5323.xml	f3c824e2308da1bd34dbb02d54aabc45	45290	live
1a99992f-e7c7-4b9c-83a2-a39f1d60404c	nationwidechildrens.org_clinical.TCGA-CV-5440.xml	fbe9073369ee783717c65dccbaf9669d	41887	live
1b341854-0776-4334-9321-d1b1ebc5f5a7	nationwidechildrens.org_clinical.TCGA-CR-7370.xml	6310ef92179ef2570479b891fec1d6dd	35237	live
1b3e3853-031b-465c-8af9-09274765a95c	nationwidechildrens.org_clinical.TCGA-BA-A6DA.xml	b16d9b417fa41ef7386e04373e5ea6b7	44045	live
1b71ad5c-9d87-4a43-b5af-1c624881a56b	nationwidechildrens.org_clinical.TCGA-CV-7427.xml	cd76dedc343d764ee8b0ddde24e9fa5f	33626	live
1bd6d073-3d49-43cf-9f7d-b423a283e14d	nationwidechildrens.org_clinical.TCGA-BB-4228.xml	f38cd9fa5fd9e0a8738262b7b98b8ea8	55261	live
1bffd614-c5f3-4add-8d0d-9d40255de1d0	nationwidechildrens.org_clinical.TCGA-CV-A468.xml	1d9bacda0a400c10864b19e9da43a9e2	47611	live
1c47ee98-61c2-4759-8845-e7baabef7c07	nationwidechildrens.org_clinical.TCGA-CN-6994.xml	9aa355ee983542315dd40edca00e328d	51122	live
1cb242db-3200-462e-815f-d851b8457cb5	nationwidechildrens.org_clinical.TCGA-D6-6823.xml	23e54047a361ea2de669641af27ba4a8	45769	live
1d8a3198-0774-4ba8-a93e-19464930992b	nationwidechildrens.org_clinical.TCGA-CN-A49C.xml	7e5f321632d6d09335d1e9a248acf240	54337	live
1e396bce-7228-4bb8-bb04-7c7a91ec48ab	nationwidechildrens.org_clinical.TCGA-CQ-5329.xml	23090714397803ac9ff0a145c03c9bfb	61113	live
1eb97dae-4534-49e2-af45-4a913e276c32	nationwidechildrens.org_clinical.TCGA-D6-6515.xml	1ecb703a3e6f8107374e35ac90939df9	35418	live
1f02f5f9-e213-42d4-ae47-27eb7116e4cd	nationwidechildrens.org_clinical.TCGA-CV-6955.xml	9e421944ce8031efc86e1449aca4dbcd	22872	live
1f519af4-6944-4b92-bacc-404bd75f896d	nationwidechildrens.org_clinical.TCGA-MZ-A7D7.xml	fcfa3fdedebe5e9f44efd2dc6b1199e4	61216	live
1f58c9f2-ec91-45f2-8ef0-9d1ee551493e	nationwidechildrens.org_clinical.TCGA-BA-7269.xml	152d0bc2c1aa5c2260f0b997a7f846ae	52904	live
1f7bb8f7-9c18-45f3-97fa-df5a57c2a859	nationwidechildrens.org_clinical.TCGA-WA-A7GZ.xml	bb215a229093949b8edcc0743b9c9bd8	33510	live
1fa9f038-063a-4a2b-860a-9ae010c85016	nationwidechildrens.org_clinical.TCGA-UF-A71D.xml	83405d353fcfdaa14111766ed42bcf61	52910	live
20a9bf04-6b2e-4ddc-8b44-7be00bdc5daa	nationwidechildrens.org_clinical.TCGA-CR-6481.xml	aaca4f0e0d33e3a537e65ce4f0f88582	57583	live
20e844dc-2d87-434c-a305-311ed2da2325	nationwidechildrens.org_clinical.TCGA-CQ-A4CD.xml	cfab30e36dc2c890ec6795b758de7253	48822	live
213cdfcb-4358-4d94-9323-68ca2d1b51f5	nationwidechildrens.org_clinical.TCGA-T2-A6X2.xml	1482efd0dccf87911a34261803fdfe93	23654	live
21a414ce-e6af-46f2-917a-c6a2889e4a38	nationwidechildrens.org_clinical.TCGA-KU-A6H8.xml	1f6d8965a08c07d2c27bbe61fcce8103	73515	live
21ee806a-e891-479b-9603-9c8ceec0cdba	nationwidechildrens.org_clinical.TCGA-CV-5978.xml	b1c3112771721c56d7554dedd82d00b8	23347	live
21f9c238-24da-4d56-8683-d1447a5ef20d	nationwidechildrens.org_clinical.TCGA-CN-A6V3.xml	211f33a5e671fd2ce2351cc2c96312bf	54571	live
23041282-dcb0-4d17-8015-887b55bd223a	nationwidechildrens.org_clinical.TCGA-D6-A6EK.xml	6b7d4e38ebffe10aa2906297a958f75f	54478	live
23732df5-1a05-422c-a074-a1de4f15585c	nationwidechildrens.org_clinical.TCGA-CR-7389.xml	c1325d576363c0535c687e00d6aa21f9	56984	live
24206a5c-c92f-4a40-89e9-5538beaf6012	nationwidechildrens.org_clinical.TCGA-CV-6937.xml	ab36dda0b2c9f5870d2f7467f517e249	22857	live
24acd306-d792-4ce3-b07b-d46560b48b11	nationwidechildrens.org_clinical.TCGA-CQ-A4CB.xml	1274e704f6563954ba3ede8a7a097054	33993	live
24c44c30-3d3b-4ffd-8ee7-01799ce6e447	nationwidechildrens.org_clinical.TCGA-CR-5243.xml	ef85ed4b6b77ef35e98ad5b727795211	65334	live
2505b1fa-4dbf-4038-80c7-8f7b0c63d789	nationwidechildrens.org_clinical.TCGA-CQ-6229.xml	da906a50cbcafacd0db69a4a5d31f170	40923	live
25b8602c-cc07-47e5-8656-b74cd117795f	nationwidechildrens.org_clinical.TCGA-CV-7095.xml	59f50cab0bf73ee4aa3abbe5703695c0	33276	live
25e8c52d-c9fa-49ab-b26f-00b143baa13b	nationwidechildrens.org_clinical.TCGA-CR-7376.xml	4b441c95a0a07da084791fa87850271c	30726	live
260eefe1-7efe-431e-8481-c43830b65fc7	nationwidechildrens.org_clinical.TCGA-CV-5973.xml	3a745977f53cdb21c3253dcf7d3e943c	38093	live
262d12ce-c6cb-414b-91a3-74990c567f59	nationwidechildrens.org_clinical.TCGA-CR-7397.xml	8991e1d7fa8d902931ed4d70520f0b6c	59597	live
26b55d0c-8d8e-4e8a-88dc-bd82809d33f7	nationwidechildrens.org_clinical.TCGA-D6-A4ZB.xml	b33573730e4341e68f3879d66972e472	33978	live
278220da-65cc-40fd-99e3-f11ac982b5bf	nationwidechildrens.org_clinical.TCGA-CV-7411.xml	0dc0c77d9fb0baea4fb7817ff6ee2e80	23134	live
27eb42a9-d091-4e66-b959-899cbcbaed8a	nationwidechildrens.org_clinical.TCGA-BA-5556.xml	3e9e688422cbd3a8c5c99d406031a71c	37756	live
282ebd72-e061-46d5-b1cd-095b331b4ce8	nationwidechildrens.org_clinical.TCGA-F7-8298.xml	a301e54001ac8f2b520d9a4a43252f1d	43258	live
2945c701-315b-41b8-9593-a44b3f3cdff4	nationwidechildrens.org_clinical.TCGA-BB-A5HU.xml	3e7cd5058957c80f3e94161c2429934e	44589	live
29c3a36d-4c36-4cd9-bf65-2b4858525083	nationwidechildrens.org_clinical.TCGA-F7-8489.xml	6dbcd0ac78e9fdf8b2d7f5deb9fa18d0	33622	live
2a37db0f-ba2b-4d55-8e68-be63721d9da1	nationwidechildrens.org_clinical.TCGA-CQ-5332.xml	035f6ee8279b7922b096a3b7803f381b	30266	live
2a660031-579a-4f1a-b68f-a7df6c76d437	nationwidechildrens.org_clinical.TCGA-IQ-A61K.xml	b34b9e2d9273cd448d5e9078edc866f3	33954	live
2b27e871-f6ed-473c-9431-44c55820f986	nationwidechildrens.org_clinical.TCGA-CN-5363.xml	1208c5fc6db2702b93bdf03c78641d36	30762	live
2b92111d-901f-4f1d-9ee7-9fab1870d013	nationwidechildrens.org_clinical.TCGA-CR-7379.xml	eed2a18c80c8753909b07e7af9d922b8	40420	live
2bf0b126-0d80-44d0-a315-2ff6c4ab0568	nationwidechildrens.org_clinical.TCGA-P3-A6T0.xml	934ee866f5ac0e2b16365b4c0ef2925c	40866	live
2c654a29-1b26-4f25-8f30-7a221f07fd7a	nationwidechildrens.org_clinical.TCGA-T3-A92N.xml	1068e2f399e22d9f64f8e1e6610fe523	33901	live
2d3b37cc-4ac1-4c42-811a-be61d3cfb63f	nationwidechildrens.org_clinical.TCGA-D6-A6ES.xml	135cad1643df11b970b838793def4317	38451	live
2dbf2743-6e2a-4ea1-a214-5081eb0435b1	nationwidechildrens.org_clinical.TCGA-CV-7410.xml	67193e3a5138ecbfd2015966661cbb64	28138	live
2e9eda2a-8035-4ec1-95ec-d4d6ae14b877	nationwidechildrens.org_clinical.TCGA-CV-6953.xml	3d977a120f838dc2e84941a3adf14bc1	33926	live
2f6b9aa6-bed7-48ad-bf14-9093f98147fa	nationwidechildrens.org_clinical.TCGA-TN-A7HI.xml	87044af635739ee529038359d50c2ae5	38635	live
30c50b5d-7a36-4b47-8123-a6e4bc802de1	nationwidechildrens.org_clinical.TCGA-CN-4738.xml	56db2b674fe00f7cd4de393b4ba8ba41	35322	live
30c77788-7e56-488d-8b7f-72319be7b41d	nationwidechildrens.org_clinical.TCGA-CV-6951.xml	ebcc3e57c110967a48fa62b69cbd8411	23396	live
322d2836-1eaa-451b-903b-ab3617bfd831	nationwidechildrens.org_clinical.TCGA-CR-7371.xml	e917029756a6e506f38707ce1b2eec5f	30282	live
3258cf05-f3a1-4f3f-94d8-770c20cd3801	nationwidechildrens.org_clinical.TCGA-MT-A67F.xml	613a5febc92fc0ecf46b13b048af6889	33865	live
3270dbcd-9850-4691-9786-7a095bd6d753	nationwidechildrens.org_clinical.TCGA-DQ-7589.xml	0b112475b9fae913e0bee5e598dfd035	84900	live
32cf5a6c-a702-46ca-a0bf-d4dc12980fa8	nationwidechildrens.org_clinical.TCGA-BA-5558.xml	443844725b107672eb85573feda2fb57	42422	live
33a6921c-8a69-406d-a89d-3e5fba3f3e13	nationwidechildrens.org_clinical.TCGA-UF-A7JS.xml	2cdd1a44c7cefcdcc30ac5cd2a5a67cd	43404	live
34839eb1-3018-4857-9f23-6e235bd4e83d	nationwidechildrens.org_clinical.TCGA-CN-5366.xml	23bd2ceea6cce118c299d1030f21f877	42102	live
3491c2cd-2272-46b8-b5ac-f3fa5c595ca1	nationwidechildrens.org_clinical.TCGA-CV-A6JO.xml	b283f1ae9a0d78ae569e68065fc58ae0	31092	live
349f8fbd-08cf-4018-9867-0902a3b34316	nationwidechildrens.org_clinical.TCGA-CV-7247.xml	ec2e85a609ec86b3f3d00741f433214f	23137	live
351b3fe7-fe59-4f9e-a26f-d38666d15601	nationwidechildrens.org_clinical.TCGA-BA-4077.xml	bc56aeaa0dd040ee95043f177d879a5b	36517	live
353f1e99-b566-4f22-a1e2-af5d5d840659	nationwidechildrens.org_clinical.TCGA-UF-A71A.xml	fca7942a621b2130da67655841920ccb	23478	live
3594de9d-de17-41c4-8048-313755c7b71b	nationwidechildrens.org_clinical.TCGA-QK-A8Z8.xml	2ac71e0bd05dc7181947163239af293a	40486	live
364eceae-42eb-4eb3-ae69-cab8e02f54ad	nationwidechildrens.org_clinical.TCGA-CN-A63U.xml	a25cd7dac6969d1d65b612097b04c243	59045	live
3688ace0-9f58-4abc-819a-aae1777f135f	nationwidechildrens.org_clinical.TCGA-CQ-7065.xml	28a14184a4bd364405c24b0b3afa2bb8	62634	live
37f84a29-e22a-4cde-b3f8-78a79c5f37fc	nationwidechildrens.org_clinical.TCGA-CR-7373.xml	b7799672edf12dd52fd7ca929a2b21b5	41695	live
381122f0-737b-497a-9b1b-6099e536918c	nationwidechildrens.org_clinical.TCGA-CN-6022.xml	9581dd0d87337e2137c17d007290150e	43070	live
3915ec8a-634a-4f25-97b3-eb6ffd634ee7	nationwidechildrens.org_clinical.TCGA-BA-A6DG.xml	a877efb0ea89df3da62523826e5ecbc6	28090	live
3927f398-f984-4e59-87d1-8a195579157d	nationwidechildrens.org_clinical.TCGA-CV-7446.xml	0c740f13a1821d2899c5c2b819e35363	23458	live
397ce72a-2607-4551-82de-73806bafb14b	nationwidechildrens.org_clinical.TCGA-QK-A64Z.xml	c461406109d23069bb48fce7f6387876	36526	live
39c7d167-b6e5-4178-9335-c2e63898353c	nationwidechildrens.org_clinical.TCGA-CN-5364.xml	8d7042705272dd257a0d44f6702b07a1	48042	live
3a5b0f01-4735-4108-a22b-808e6881bf28	nationwidechildrens.org_clinical.TCGA-BB-A6UM.xml	e301bf765836c8bab224b8f1e9e7897b	44282	live
3ac7dbed-6a82-4d1c-acf9-0a0a072fb171	nationwidechildrens.org_clinical.TCGA-UF-A7J9.xml	f7acdce2905ff26e249ac307b8700e3f	43184	live
3aca3199-2690-437b-93df-6909bc5def53	nationwidechildrens.org_clinical.TCGA-CN-6018.xml	3cfc16dd7b97d7b543feab07aa39b1d2	40835	live
3b903e70-e508-476a-a572-70356d761c10	nationwidechildrens.org_clinical.TCGA-QK-A6II.xml	abe65d25e938e7018ef0c9f2ebf9cad2	74518	live
3c4a28bb-9609-4dcd-a61a-16a4a37ab671	nationwidechildrens.org_clinical.TCGA-CN-A63T.xml	b53700930f9b0c7023a2b7ec33632f98	44718	live
3c771fdf-2a6e-4b47-9fa4-14d73df4ac30	nationwidechildrens.org_clinical.TCGA-CV-7414.xml	bbafa60e11361dbacff7906a58b5ffbc	33200	live
3cbc572c-46ba-4a99-a0bc-29eab6a858d5	nationwidechildrens.org_clinical.TCGA-QK-A6IH.xml	d060ee0c09c002a4a0aa9a119a71eddc	90580	live
3d8eec45-cfae-4c26-8c9b-30b14c02f847	nationwidechildrens.org_clinical.TCGA-QK-A8ZA.xml	875548f14911372a98fe994ad5dc3a81	63501	live
3db28b09-6acf-44bf-9075-49ccaf6925bf	nationwidechildrens.org_clinical.TCGA-CV-7418.xml	42daf0d30b82585f730bdfb38d568278	43206	live
3de1abf4-86fa-4b02-a726-2e5b8b8ed979	nationwidechildrens.org_clinical.TCGA-CQ-7063.xml	1c4a02fa2f9fb5bd08aed728333e44ef	46742	live
3f2b96e2-ceaa-4c9b-a4e2-342403a2d824	nationwidechildrens.org_clinical.TCGA-CQ-A4CG.xml	5b8e17dc25e823de45d4dbafdb58425d	36819	live
3fe31a26-7a11-4085-bf46-18fc34fccd76	nationwidechildrens.org_clinical.TCGA-CQ-5327.xml	65106fc30414a7325ba4ffc851044d58	52091	live
3ffae20c-55a7-4c92-9a1d-ade3aeaff8f0	nationwidechildrens.org_clinical.TCGA-CV-A45Z.xml	1a5bf9bf4051d6ac5474290467a49010	40855	live
404fcaed-5836-443c-83af-901709345c8c	nationwidechildrens.org_clinical.TCGA-CN-4728.xml	1619c20bae5acdfa5f67132f2d340b85	68745	live
4065fce6-6d74-4224-87c0-c21f13b2f228	nationwidechildrens.org_clinical.TCGA-CV-7101.xml	b2b4ec9d32a1b6f4e2e1f0a2e30c4f1a	23295	live
42064bdf-02f4-4d50-925a-722854666929	nationwidechildrens.org_clinical.TCGA-CN-5373.xml	134eb4e89d4399e103403efb3cf637fd	46057	live
427497d3-d8d0-46d4-be0d-6b6bbe894608	nationwidechildrens.org_clinical.TCGA-CV-7430.xml	fdd31e2c38892f1153608a5a244b09df	23253	live
42c45a93-e157-4558-9f58-08a8c1675f70	nationwidechildrens.org_clinical.TCGA-UF-A7JT.xml	ed5499a5ba25db6d3b297cbf48451e94	41453	live
42e6f518-a8c7-4e11-8bd2-9978b7d1efa3	nationwidechildrens.org_clinical.TCGA-CV-7433.xml	e7a6c8f5bf89e8e80a380a34f2c8bb69	36781	live
436d0a33-b736-41cd-ad76-56d4f05b2f62	nationwidechildrens.org_clinical.TCGA-CX-7219.xml	d6264f7c3628d5344ba2b15da1e1880a	33668	live
4376026b-8a95-4042-8220-f4ca0f015dbc	nationwidechildrens.org_clinical.TCGA-F7-A61V.xml	ccf2937d0b6fcfcd9f7321bf55e1a367	43152	live
43d3cead-74d8-4a42-9f5f-ce8cae8ee843	nationwidechildrens.org_clinical.TCGA-CV-7104.xml	645a7b3989b357adafae4a34f8b476f8	33335	live
44370868-96d4-44d4-ac1b-259dc044f603	nationwidechildrens.org_clinical.TCGA-BA-A4II.xml	a8af115631d1f1c5937581b14cb65af9	37171	live
446f8c38-bb24-4a3f-a684-0480db6182fe	nationwidechildrens.org_clinical.TCGA-CN-A63V.xml	1c7e2c28093faacf3c911984c04492ad	44066	live
44c9f1dc-7aea-4362-ba70-d706a8ef9bff	nationwidechildrens.org_clinical.TCGA-CV-7103.xml	43f6fd10bdcc8733f7240558172d04c7	23325	live
4529ec50-53a6-4dc3-9952-353adc862ce9	nationwidechildrens.org_clinical.TCGA-CV-7425.xml	06cedeb658bbb83d13beae3b749df6ae	22853	live
45722627-16ce-4faa-85b9-5d4639834939	nationwidechildrens.org_clinical.TCGA-CV-7437.xml	02cfbf11bc2f9d89d92b19d70f70b469	27723	live
466530db-fe9a-4316-995d-151cb510972f	nationwidechildrens.org_clinical.TCGA-CV-7102.xml	80b038fc673d7e65fc391cda55d1d66b	33387	live
46f7647b-b458-48f9-82ba-862d7386bedc	nationwidechildrens.org_clinical.TCGA-UF-A718.xml	8167bd0b5e338e75ad953861cf114034	42989	live
47d7e51d-232a-4240-899a-d66cd8215e4f	nationwidechildrens.org_clinical.TCGA-CR-7395.xml	180efedf481d27868c441040a4919e36	30422	live
47e2049d-2cae-4a4a-91c8-04414022abee	nationwidechildrens.org_clinical.TCGA-CQ-5334.xml	f6edebf2192567b08e6cf21210614c08	35618	live
48230b91-ccac-4a64-87b9-baa3b072c157	nationwidechildrens.org_clinical.TCGA-CN-A498.xml	abba34057a1059636b29994869a50ec0	96967	live
486d3929-9fac-44f0-a896-5a55a12dcd15	nationwidechildrens.org_clinical.TCGA-BB-4217.xml	b8dd39a8b7a21334ea4ac3a2b65424ee	55668	live
486f163d-869d-45c1-bf69-4e3c76403627	nationwidechildrens.org_clinical.TCGA-CR-7380.xml	7bc3bded07b8e38694abda3ccb228d21	46838	live
4876922e-adb1-4bd4-9ed6-611746571325	nationwidechildrens.org_clinical.TCGA-CV-6956.xml	8859ba92c44c5410f80117fdc483230b	33286	live
494fe9dc-5665-49f7-9a82-d5a7ca66a6f9	nationwidechildrens.org_clinical.TCGA-CR-7372.xml	8e6e41ea868fe347463116660343f205	30497	live
49ba992a-90a1-429f-97f3-3e20687a6f70	nationwidechildrens.org_clinical.TCGA-KU-A66T.xml	d2bbfa76413c5f3170925339aa04a993	38841	live
49d1c04d-a7fc-4fe1-8526-c8f0fe9a8fb3	nationwidechildrens.org_clinical.TCGA-H7-7774.xml	40400c4d32711b82fea7779ab41e393b	38621	live
4abbd2e5-1cd0-480c-ae4b-34fd9c0fc356	nationwidechildrens.org_clinical.TCGA-CV-A464.xml	b8eb371aee53b81f71287dd508511edd	50612	live
4b26555f-4f2c-4dfa-bae3-a6fd4c91f4a6	nationwidechildrens.org_clinical.TCGA-H7-8501.xml	fc1842584713c343fd0bf7ed83b27d09	44048	live
4b6a2875-e0ba-45c6-b5bf-5d3f4cd637f6	nationwidechildrens.org_clinical.TCGA-BA-6870.xml	87f98492e8e2b2d26d237420bf21da2f	41072	live
4badf9b2-b6ee-4601-9f6d-74453d4e1ba6	nationwidechildrens.org_clinical.TCGA-CV-6938.xml	a425ec3f750c985f8807063ed10d6717	32738	live
4c32d778-10e4-47bd-a120-84f72b8e96a4	nationwidechildrens.org_clinical.TCGA-F7-A50G.xml	751b23f59cbd7209f37b72c50a3a9dc9	38111	live
4d8b9fec-a7d1-432a-9a9a-7ab338616bee	nationwidechildrens.org_clinical.TCGA-CV-6940.xml	55a76e54ee81280d53e755d1cf1bc1ae	33302	live
4e5a2cee-4920-4507-9f71-1add1a28ae5f	nationwidechildrens.org_clinical.TCGA-CV-5966.xml	bcf875a83e7c3e5737ee14019ffdc1d7	42945	live
4e6b186b-b2eb-4951-a6ff-6f4322d1ebee	nationwidechildrens.org_clinical.TCGA-HD-8635.xml	ed0b4b8ca6fedb984da308732b67e30a	33625	live
4e6d4737-c503-4d3d-8d68-159708ec46ff	nationwidechildrens.org_clinical.TCGA-CR-6473.xml	c48a244e49432d28bc224064cfbe69fa	70325	live
4ea48411-4449-4699-91b8-3fab8427fc34	nationwidechildrens.org_clinical.TCGA-CN-6017.xml	6f55b82583a30da3632b9458d138f620	75941	live
4ea7b2e7-d0db-433f-87a6-1de5210cdde1	nationwidechildrens.org_clinical.TCGA-CV-7089.xml	b379e3e99881e90cd67634898b0ad5c1	33246	live
4eb2cba6-be94-4f6b-9cc9-346989f752f0	nationwidechildrens.org_clinical.TCGA-P3-A5QE.xml	fe6c9c477deff5082f7e5ce1b41c20db	43131	live
